prohibited_ingredient_list_final
Name;Name;Product type, body parts;Maximum Threshold
Trioxysalen;Trioxysalen;Sun protection products and bronzing products;1 mg/kg
Furocoumarines;Furocoumarines;Sun protection products and bronzing products;1 mg/kg
8-Methoxypsoralen;8-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
5-Methoxypsoralen;5-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
Safrole;Safrole;Products for dental and oral hygiene;50 ppm
Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl] methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, chloride;Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl] methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, chloride;Hair dye products;0%
Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl] methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-;Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl] methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-;Hair dye products;0%
Ethanaminium, N-[4-[(4-(diethylamino)phenyl)phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-;Ethanaminium, N-[4-[(4-(diethylamino)phenyl)phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-;Hair dye products;0%
Ethanaminium, N-(4-[bis[4-(diethylamino)phenyl]methylene]-2,5-cyclohexadien-1-ylidene)-N-ethyl-;Ethanaminium, N-(4-[bis[4-(diethylamino)phenyl]methylene]-2,5-cyclohexadien-1-ylidene)-N-ethyl-;Hair dye products;0%
Ethanaminium, N-(4-(bis(4-(diethylamino)phenyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, chloride;Ethanaminium, N-(4-(bis(4-(diethylamino)phenyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, chloride;Hair dye products;0%
Ethanaminium, N-(4-((4-diethylamino)phenyl)(5-hydroxy-2,4-disulfophenyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, hydroxide, inner salt, calcium salt (2:1);Ethanaminium, N-(4-((4-diethylamino)phenyl)(5-hydroxy-2,4-disulfophenyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, hydroxide, inner salt, calcium salt (2:1);Hair dye products;0%
Ethanaminium, N-(4-((4-diethylamino)phenyl)(2,4-disulfophe-nyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, hydroxide, inner salt, sodium salt;Ethanaminium, N-(4-((4-diethylamino)phenyl)(2,4-disulfophe-nyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, hydroxide, inner salt, sodium salt;Hair dye products;0%
Ethanaminium, N-(4-((4-(diethylamino)phenyl)phenylmethylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, sulphate (1:1);Ethanaminium, N-(4-((4-(diethylamino)phenyl)phenylmethylene)-2,5-cyclohexadien-1-ylidene)-N-ethyl-, sulphate (1:1);Hair dye products;0%
Disodium [29H,31H-phthalocyaninedisulphonato(4-)-N29,N30,N31,N32]cuprate(2-);Disodium [29H,31H-phthalocyaninedisulphonato(4-)-N29,N30,N31,N32]cuprate(2-);Hair dye products;0%
Disodium 5-((4-((7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo)-1-naphthyl)azo)salicylate;Disodium 5-((4-((7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo)-1-naphthyl)azo)salicylate;Hair dye products;0%
Disodium 4-[(5-chloro-4-methyl-2-sulphonatophenyl)azo]-3-hydroxy-2-naphthoate;Disodium 4-[(5-chloro-4-methyl-2-sulphonatophenyl)azo]-3-hydroxy-2-naphthoate;Hair dye products;0%
Disodium 3-[(2,4-dimethyl-5-sulphonatophenyl)azo]-4-hydroxynaphthalene-1-sulphonate;Disodium 3-[(2,4-dimethyl-5-sulphonatophenyl)azo]-4-hydroxynaphthalene-1-sulphonate;Hair dye products;0%
Disodium 3,3'-(sulphonylbis((2-nitro-p-phenylene)imino))bis(6-anilinobenzenesulphonate);"Disodium 3,3&#39;-(sulphonylbis((2-nitro-p-phenylene)imino))bis(6-anilinobenzenesulphonate)";Hair dye products;0%
Disodium 3(or 5)-((4-((7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo)-1-naphthyl)azo)salicylate;Disodium 3(or 5)-((4-((7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo)-1-naphthyl)azo)salicylate;Hair dye products;0%
Disodium 2-(4,5-dibromo-6-oxido-3-oxoxanthen-9-yl)benzoate;Disodium 2-(4,5-dibromo-6-oxido-3-oxoxanthen-9-yl)benzoate;Hair dye products;0%
Disodium 2-(3-oxo-6-oxidoxanthen-9-yl)benzoate;Disodium 2-(3-oxo-6-oxidoxanthen-9-yl)benzoate;Hair dye products;0%
Disodium 2-(2,4,5,7-tetrabromo-6-oxido-3-oxoxanthen-9-yl)benzoate;Disodium 2-(2,4,5,7-tetrabromo-6-oxido-3-oxoxanthen-9-yl)benzoate;Hair dye products;0%
Dialuminium tris(2-(2,4,5,7-tetrabromo-6-oxido-3-oxoxanthen-9-yl)benzoate);Dialuminium tris(2-(2,4,5,7-tetrabromo-6-oxido-3-oxoxanthen-9-yl)benzoate);Hair dye products;0%
Confidential or not yet assessed substance;"8,18-Dichloro-5,15-diethyl-5,15-dihydrodiindolo[3,2-b:3&#39;,2&#39;-m]triphenodioxazine";Hair dye products;0%
CI Acid Black 131;CI Acid Black 131;Hair dye products;0%
Calcium 3-hydroxy-4-[(1-sulphonato-2-naphthyl)azo]-2-naphthoate;Calcium 3-hydroxy-4-[(1-sulphonato-2-naphthyl)azo]-2-naphthoate;Hair dye products;0%
C.I. Disperse Blue 3;C.I. Disperse Blue 3;Hair dye products;0%
Benzothiazolium, 2-[[4-[ethyl(2-hydroxyethyl)amino]phenyl]azo]-6-methoxy-3-methyl-;Benzothiazolium, 2-[[4-[ethyl(2-hydroxyethyl)amino]phenyl]azo]-6-methoxy-3-methyl-;Hair dye products;0%
Benzothiazolium, 2-(2-(4-(ethyl(2-hydroxyethyl)amino)phenyl)diazenyl)-6-methoxy-3-methyl-, methyl sulphate (1:1);Benzothiazolium, 2-(2-(4-(ethyl(2-hydroxyethyl)amino)phenyl)diazenyl)-6-methoxy-3-methyl-, methyl sulphate (1:1);Hair dye products;0%
Benzo[a]phenoxazin-7-ium, 9-(dimethylamino)-;Benzo[a]phenoxazin-7-ium, 9-(dimethylamino)-;Hair dye products;0%
Benzo(a)phenoxazin-7-ium, 9-(dimethylamino)-, chloride, compd. with zinc chloride (ZnCl2);Benzo(a)phenoxazin-7-ium, 9-(dimethylamino)-, chloride, compd. with zinc chloride (ZnCl2);Hair dye products;0%
Benzo(a)phenoxazin-7-ium, 9-(dimethylamino)-, chloride;Benzo(a)phenoxazin-7-ium, 9-(dimethylamino)-, chloride;Hair dye products;0%
Benzenesulfonic acid, 5-[(2,4-dinitrophenyl)amino]-2-(phenylamino)-;Benzenesulfonic acid, 5-[(2,4-dinitrophenyl)amino]-2-(phenylamino)-;Hair dye products;0%
Benzenesulfonic acid, 5-((2,4-dinitrophenyl)amino)-2-(phenylamino)-, monosodium salt;Benzenesulfonic acid, 5-((2,4-dinitrophenyl)amino)-2-(phenylamino)-, monosodium salt;Hair dye products;0%
Benzenemethanaminium, N-ethyl-N-(4-((4-(ethyl((3-sulfophe-nyl)methyl)amino)phenyl)(4-hydroxy-2-sulfophenyl)methylene)-2,5-cyclohexadien-1-ylidene)-3-sulfo-, hydroxide, inner salt, disodium salt;Benzenemethanaminium, N-ethyl-N-(4-((4-(ethyl((3-sulfophe-nyl)methyl)amino)phenyl)(4-hydroxy-2-sulfophenyl)methylene)-2,5-cyclohexadien-1-ylidene)-3-sulfo-, hydroxide, inner salt, disodium salt;Hair dye products;0%
Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-2-methylphenyl]azo]-N,N,N-trimethyl-, chloride;Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-2-methylphenyl]azo]-N,N,N-trimethyl-, chloride;Hair dye products;0%
Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-2-methylphenyl]azo]-N,N,N-trimethyl-;Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-2-methylphenyl]azo]-N,N,N-trimethyl-;Hair dye products;0%
Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-1-naphthalenyl]azo]-N,N,N-trimethyl-, chloride;Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-1-naphthalenyl]azo]-N,N,N-trimethyl-, chloride;Hair dye products;0%
Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-1-naphthalenyl]azo]-N,N,N-trimethyl-;Benzenaminium, 3-[[4-[[diamino(phenylazo)phenyl]azo]-1-naphthalenyl]azo]-N,N,N-trimethyl-;Hair dye products;0%
Basic red 46;Basic red 46;Hair dye products;0%
Acid Red 73;Acid Red 73;Hair dye products;0%
Acid Orange 24;Acid Orange 24;Hair dye products;0%
[6-[[3-Chloro-4-(methylamino)phenyl]imino]-4-methyl-3-oxocyclohexa-1,4-dien-1-yl]urea;[6-[[3-Chloro-4-(methylamino)phenyl]imino]-4-methyl-3-oxocyclohexa-1,4-dien-1-yl]urea;Hair dye products;0%
[4-[[4-Anilino-1-naphthyl][4-(dimethylamino)phenyl]methyl-ene]cyclohexa-2,5-dien-1-ylidene]dimethylammonium chloride;[4-[[4-Anilino-1-naphthyl][4-(dimethylamino)phenyl]methyl-ene]cyclohexa-2,5-dien-1-ylidene]dimethylammonium chloride;Hair dye products;0%
9,10-Anthracenedione, 1-[(2-hydroxyethyl)amino]-4-(methylamino)-;9,10-Anthracenedione, 1-[(2-hydroxyethyl)amino]-4-(methylamino)-;Hair dye products;0%
6-Nitro-2,5-pyridinediamine;6-Nitro-2,5-pyridinediamine;Hair dye products;0%
6-Methoxy-2,3-pyridinediamine HCl;6-Methoxy-2,3-pyridinediamine HCl;Hair dye products;0%
6-Methoxy-2,3-pyridinediamine;6-Methoxy-2,3-pyridinediamine;Hair dye products;0%
6-Chloro-2-(6-chloro-4-methyl-3-oxobenzo[b]thien-2(3H)-ylidene)-4-methylbenzo[b]thiophene-3(2H)-one;6-Chloro-2-(6-chloro-4-methyl-3-oxobenzo[b]thien-2(3H)-ylidene)-4-methylbenzo[b]thiophene-3(2H)-one;Hair dye products;0%
6-Amino-o-cresol;6-Amino-o-cresol;Hair dye products;0%
6-Amino-2-(2,4-dimethylphenyl)-1H-benz[de]isoquinoline-1,3(2H)-dione;6-Amino-2-(2,4-dimethylphenyl)-1H-benz[de]isoquinoline-1,3(2H)-dione;Hair dye products;0%
5-Hydroxy-1,4-benzodioxane;5-Hydroxy-1,4-benzodioxane;Hair dye products;0%
5-Amino-4-fluoro-2-methylphenol sulphate;5-Amino-4-fluoro-2-methylphenol sulphate;Hair dye products;0%
5-Amino-2,6-dimethoxy-3-hydroxypyridine;5-Amino-2,6-dimethoxy-3-hydroxypyridine;Hair dye products;0%
5-((4-(Dimethylamino)phenyl)azo)-1,4-dimethyl-1H-1,2,4-triazolium;5-((4-(Dimethylamino)phenyl)azo)-1,4-dimethyl-1H-1,2,4-triazolium;Hair dye products;0%
5,12-Dihydroquino[2,3-b]acridine-7,14-dione;5,12-Dihydroquino[2,3-b]acridine-7,14-dione;Hair dye products;0%
4-Nitro-m-phenylenediamine;4-Nitro-m-phenylenediamine;Hair dye products;0%
4-Methoxytoluene-2,5-diamine dihydrochloride;4-Methoxytoluene-2,5-diamine dihydrochloride;Hair dye products;0%
4-Methoxytoluene-2,5-diamine;4-Methoxytoluene-2,5-diamine;Hair dye products;0%
4-Hydroxyindole;4-Hydroxyindole;Hair dye products;0%
4-Hydroxy-m-phenylenediammonium dichloride;4-Hydroxy-m-phenylenediammonium dichloride;Hair dye products;0%
4-Ethylamino-3-nitrobenzoic acid;4-Ethylamino-3-nitrobenzoic acid;Hair dye products;0%
4-Diethylamino-o-toluidine hydrochloride;4-Diethylamino-o-toluidine hydrochloride;Hair dye products;0%
4-Diethylamino-o-toluidine;4-Diethylamino-o-toluidine;Hair dye products;0%
4-Chloro-2-Aminophenol;4-Chloro-2-Aminophenol;Hair dye products;0%
4-Aminobenzenesulfonic acid, sodium salt;4-Aminobenzenesulfonic acid, sodium salt;Hair dye products;0%
4-Aminobenzenesulfonic acid;4-Aminobenzenesulfonic acid;Hair dye products;0%
"4-Amino-N,N-diethylaniline sulphate;N,N-Diethylbenzene-1,4-diammonium sulphate";N,N-Diethylbenzene-1,4-diammonium sulphate;Hair dye products;0%
"4-Amino-N,N-diethylaniline sulphate;N,N-Diethylbenzene-1,4-diammonium sulphate";4-Amino-N,N-diethylaniline sulphate;Hair dye products;0%
4-[(4-Nitrophenyl)azo]aniline;4-[(4-Nitrophenyl)azo]aniline;Hair dye products;0%
4-[(4-Ethoxyphenyl)azo]naphthol;4-[(4-Ethoxyphenyl)azo]naphthol;Hair dye products;0%
4-[(4-Aminophenyl)(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]-o-toluidine hydrochloride;4-[(4-Aminophenyl)(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]-o-toluidine hydrochloride;Hair dye products;0%
4-[(4-Aminophenyl)(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]-o-toluidine;4-[(4-Aminophenyl)(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]-o-toluidine;Hair dye products;0%
4-(Phenylazo)resorcinol;4-(Phenylazo)resorcinol;Hair dye products;0%
4-(2,4-Dihydroxyphenylazo)benzensulphonic acid;4-(2,4-Dihydroxyphenylazo)benzensulphonic acid;Hair dye products;0%
4-((2,4-Dihydroxyphenyl)azo)benzenesulfonic acid, monosodium salt;4-((2,4-Dihydroxyphenyl)azo)benzenesulfonic acid, monosodium salt;Hair dye products;0%
4,6-Bis(2-Hydroxyethoxy)-m-phenylenediamine hydrochloride;4,6-Bis(2-Hydroxyethoxy)-m-phenylenediamine hydrochloride;Hair dye products;0%
4,6-Bis(2-Hydroxyethoxy)-m-phenylenediamine;4,6-Bis(2-Hydroxyethoxy)-m-phenylenediamine;Hair dye products;0%
4,5-Diamino-1-methylpyrazole dihydrochloride;4,5-Diamino-1-methylpyrazole dihydrochloride;Hair dye products;0%
4,5-Diamino-1-Methylpyrazole;4,5-Diamino-1-Methylpyrazole;Hair dye products;0%
4,5-Diamino-1-((4-Chlorophenyl)methyl)-1H-pyrazole sulphate;4,5-Diamino-1-((4-Chlorophenyl)methyl)-1H-pyrazole sulphate;Hair dye products;0%
4,4'-Diaminodiphenylamine;"4,4&#39;-Diaminodiphenylamine";Hair dye products;0%
4,4'-[(4-Methyl-1,3-phenylene)bis(azo)]bis[6-methyl-1, 3-benzenediamine];"4,4&#39;-[(4-Methyl-1,3-phenylene)bis(azo)]bis[6-methyl-1, 3-benzenediamine]";Hair dye products;0%
4',5'-Dibromo-3',6'-dihydroxyspiro[isobenzofuran-1(3H),9'-[9H]xanthene]-3-one;"4&#39;,5&#39;-Dibromo-3&#39;,6&#39;-dihydroxyspiro[isobenzofuran-1(3H),9&#39;-[9H]xanthene]-3-one";Hair dye products;0%
3H-Indolium, 2-[[(4-methoxyphenyl)methylhydrazono]methyl]-1,3,3-trimethyl-;3H-Indolium, 2-[[(4-methoxyphenyl)methylhydrazono]methyl]-1,3,3-trimethyl-;Hair dye products;0%
3H-Indolium, 2-(2-((2,4-dimethoxyphenyl)amino)ethenyl)-1,3,3-trimethyl-, chloride (1:1);3H-Indolium, 2-(2-((2,4-dimethoxyphenyl)amino)ethenyl)-1,3,3-trimethyl-, chloride (1:1);Hair dye products;0%
3H-Indolium, 2-(2-((2,4-dimethoxyphenyl)amino)ethenyl)-1,3,3-trimethyl-;3H-Indolium, 2-(2-((2,4-dimethoxyphenyl)amino)ethenyl)-1,3,3-trimethyl-;Hair dye products;0%
3H-Indolium, 2-(((4-methoxyphenyl)methylhydrazono)methyl)-1,3,3-trimethyl-, methyl sulphate;3H-Indolium, 2-(((4-methoxyphenyl)methylhydrazono)methyl)-1,3,3-trimethyl-, methyl sulphate;Hair dye products;0%
3-Nitro-4-aminophenoxyethanol;3-Nitro-4-aminophenoxyethanol;Hair dye products;0%
3-Hydroxy-N-(o-tolyl)-4-[(2,4,5-trichlorophenyl)azo]naph-thalene-2-carboxamide;3-Hydroxy-N-(o-tolyl)-4-[(2,4,5-trichlorophenyl)azo]naph-thalene-2-carboxamide;Hair dye products;0%
3-Hydroxy-4-[(2-hydroxynaphthyl)azo]-7-nitronaphthalene-1-sulphonic acid;3-Hydroxy-4-[(2-hydroxynaphthyl)azo]-7-nitronaphthalene-1-sulphonic acid;Hair dye products;0%
3-Hydroxy-4-(phenylazo)-2-naphthoic acid;3-Hydroxy-4-(phenylazo)-2-naphthoic acid;Hair dye products;0%
3-Hydroxy-4-(phenylazo)-2-naphthalenecarboxylic acid, calcium salt (2:1);3-Hydroxy-4-(phenylazo)-2-naphthalenecarboxylic acid, calcium salt (2:1);Hair dye products;0%
3-Hydroxy-4-((2-hydroxy-1-naphthalenyl)azo)-7-nitro-1-naphthalenesulfonic acid, monosodium salt, chromium complex;3-Hydroxy-4-((2-hydroxy-1-naphthalenyl)azo)-7-nitro-1-naphthalenesulfonic acid, monosodium salt, chromium complex;Hair dye products;0%
3-[[4-[Ethyl(2-hydroxyethyl)amino]-2-nitrophenyl]amino]-1,2-Propanediol;3-[[4-[Ethyl(2-hydroxyethyl)amino]-2-nitrophenyl]amino]-1,2-Propanediol;Hair dye products;0%
3-[[4-[Ethyl(2-hydroxyethyl)amino]-2-nitrophenyl]amino]-1,2-propanediol;3-[[4-[Ethyl(2-hydroxyethyl)amino]-2-nitrophenyl]amino]-1,2-propanediol;Hair dye products;0%
3-[[4-[(2-Hydroxyethyl)methylamino]-2-nitrophenyl]amino]-1,2-propanediol;3-[[4-[(2-Hydroxyethyl)methylamino]-2-nitrophenyl]amino]-1,2-propanediol;Hair dye products;0%
3-[(4-(Acetylamino)phenyl)azo]-4-hydroxy-7-[[[[5-hydroxy-6-(phenylazo)-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-2-naphthalenesulfonic acid, disodium salt;3-[(4-(Acetylamino)phenyl)azo]-4-hydroxy-7-[[[[5-hydroxy-6-(phenylazo)-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-2-naphthalenesulfonic acid, disodium salt;Hair dye products;0%
3-[(4-(Acetylamino)phenyl)azo]-4-hydroxy-7-[[[[5-hydroxy-6-(phenylazo)-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-2-naphthalenesulfonic acid;3-[(4-(Acetylamino)phenyl)azo]-4-hydroxy-7-[[[[5-hydroxy-6-(phenylazo)-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-2-naphthalenesulfonic acid;Hair dye products;0%
3-[(2-Nitro-4-(trifluoromethyl)phenyl)amino]propane-1,2-diol;3-[(2-Nitro-4-(trifluoromethyl)phenyl)amino]propane-1,2-diol;Hair dye products;0%
3-(N-Methyl-N-(4-methylamino-3-nitrophenyl)amino)propane-1,2-diol hydrochloride;3-(N-Methyl-N-(4-methylamino-3-nitrophenyl)amino)propane-1,2-diol hydrochloride;Hair dye products;0%
3-(N-Methyl-N-(4-methylamino-3-nitrophenyl)amino)propane-1,2-diol;3-(N-Methyl-N-(4-methylamino-3-nitrophenyl)amino)propane-1,2-diol;Hair dye products;0%
3,4-Methylenedioxyphenol;3,4-Methylenedioxyphenol;Hair dye products;0%
3,4-Methylenedioxyaniline;3,4-Methylenedioxyaniline;Hair dye products;0%
3,4-Diaminobenzoic acid;3,4-Diaminobenzoic acid;Hair dye products;0%
3,3'-(Sulfonylbis(2-nitro-4,1-phenylene)imino)bis(6-(phenylamino)) benzenesulfonic acid;"3,3&#39;-(Sulfonylbis(2-nitro-4,1-phenylene)imino)bis(6-(phenylamino)) benzenesulfonic acid";Hair dye products;0%
3(or5)-[[4-[(7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-1-naphthyl]azo]salicylic acid;3(or5)-[[4-[(7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-1-naphthyl]azo]salicylic acid;Hair dye products;0%
3(or 5)-((4-(Benzylmethylamino)phenyl)azo)-1,2(or 1,4)-dimethyl-1H-1,2,4-triazolium bromide;3(or 5)-((4-(Benzylmethylamino)phenyl)azo)-1,2(or 1,4)-dimethyl-1H-1,2,4-triazolium bromide;Hair dye products;0%
3(or 5)-((4-(Benzylmethylamino)phenyl)azo)-1,2(or 1,4)-dimethyl-1H-1,2,4-triazolium;3(or 5)-((4-(Benzylmethylamino)phenyl)azo)-1,2(or 1,4)-dimethyl-1H-1,2,4-triazolium;Hair dye products;0%
3',6'-Dihydroxy-4',5'-diiodospiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one, disodium salt;"3&#39;,6&#39;-Dihydroxy-4&#39;,5&#39;-diiodospiro(isobenzofuran-1(3H),9&#39;-(9H)xanthen)-3-one, disodium salt";Hair dye products;0%
3',6 '-Dihydroxy-4',5'-diiodospiro(isobenzofuran-1(3H),9'-[9H]xanthene)-3-one;"3&#39;,6 &#39;-Dihydroxy-4&#39;,5&#39;-diiodospiro(isobenzofuran-1(3H),9&#39;-[9H]xanthene)-3-one";Hair dye products;0%
2-Nitro-p-phenylenediamine;2-Nitro-p-phenylenediamine;Hair dye products;0%
2-Nitro-N-hydroxyethyl-p-anisidine;2-Nitro-N-hydroxyethyl-p-anisidine;Hair dye products;0%
2-Nitro-1,4-benzenediamine dihydrochloride;2-Nitro-1,4-benzenediamine dihydrochloride;Hair dye products;0%
2-Naphthalenesulfonic acid, 7-(benzoylamino)-4-hydroxy-3-[[4-[(4-sulfophenyl)azo]phenyl]azo]-;2-Naphthalenesulfonic acid, 7-(benzoylamino)-4-hydroxy-3-[[4-[(4-sulfophenyl)azo]phenyl]azo]-;Hair dye products;0%
2-Naphthalenesulfonic acid, 7-(benzoylamino)-4-hydroxy-3-((4-((4-sulfophenyl)azo)phenyl)azo)-, disodium salt;2-Naphthalenesulfonic acid, 7-(benzoylamino)-4-hydroxy-3-((4-((4-sulfophenyl)azo)phenyl)azo)-, disodium salt;Hair dye products;0%
2-Naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis(4-hydroxy-3-[[2-sulfo-4-[(4-sulfophenyl) azo]phenyl]azo]-;"2-Naphthalenesulfonic acid, 7,7&#39;-(carbonyldiimino)bis(4-hydroxy-3-[[2-sulfo-4-[(4-sulfophenyl) azo]phenyl]azo]-";Hair dye products;0%
2-Naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis(4-hydroxy-3-((2-sulfo-4-((4-sulfophenyl)azo)phenyl)azo)-, hexasodium salt;"2-Naphthalenesulfonic acid, 7,7&#39;-(carbonyldiimino)bis(4-hydroxy-3-((2-sulfo-4-((4-sulfophenyl)azo)phenyl)azo)-, hexasodium salt";Hair dye products;0%
2-Methoxymethyl-p-aminophenol hydrochloride;2-Methoxymethyl-p-aminophenol hydrochloride;Hair dye products;0%
2-Methoxymethyl-p-aminophenol;2-Methoxymethyl-p-aminophenol;Hair dye products;0%
2-Methoxy-4-nitrophenol;2-Methoxy-4-nitrophenol;Hair dye products;0%
2-Chloro-5-nitro-N-hydroxyethyl-p-phenylenediamine;2-Chloro-5-nitro-N-hydroxyethyl-p-phenylenediamine;Hair dye products;0%
2-Aminomethyl-p-aminophenol dihydrochloride;2-Aminomethyl-p-aminophenol dihydrochloride;Hair dye products;0%
2-Aminomethyl-p-aminophenol;2-Aminomethyl-p-aminophenol;Hair dye products;0%
2-Amino-3-nitrophenol;2-Amino-3-nitrophenol;Hair dye products;0%
2-[(4-Chloro-2-nitrophenyl)azo]-N-(2-methoxyphenyl)-3-oxobutanamide;2-[(4-Chloro-2-nitrophenyl)azo]-N-(2-methoxyphenyl)-3-oxobutanamide;Hair dye products;0%
2-[(4-Chloro-2-nitrophenyl)amino]ethanol;2-[(4-Chloro-2-nitrophenyl)amino]ethanol;Hair dye products;0%
2-(6-Hydroxy-3-oxo-(3H)xanthen-9-yl)benzoic acid;2-(6-Hydroxy-3-oxo-(3H)xanthen-9-yl)benzoic acid;Hair dye products;0%
2-(3,6-Dihydroxy-2,4,5,7-tetrabromoxanthen-9-yl)benzoic acid;2-(3,6-Dihydroxy-2,4,5,7-tetrabromoxanthen-9-yl)benzoic acid;Hair dye products;0%
2,7-Naphthalenedisulfonic acid, 5-(acetylamino)-4-hydroxy-3-((2-methylphenyl)azo)-, disodium salt;2,7-Naphthalenedisulfonic acid, 5-(acetylamino)-4-hydroxy-3-((2-methylphenyl)azo)-, disodium salt;Hair dye products;0%
2,7-Naphthalenedisulfonic acid, 5-(acetylamino)-4-hydroxy-3-((2-methylphenyl)azo)-;2,7-Naphthalenedisulfonic acid, 5-(acetylamino)-4-hydroxy-3-((2-methylphenyl)azo)-;Hair dye products;0%
2,6-Dihydroxy-4-methylpyridine;2,6-Dihydroxy-4-methylpyridine;Hair dye products;0%
2,6-Bis(2-Hydroxyethoxy)-3,5-pyridinediamine HCl;2,6-Bis(2-Hydroxyethoxy)-3,5-pyridinediamine HCl;Hair dye products;0%
2,6-Bis(2-Hydroxyethoxy)-3,5-pyridinediamine;2,6-Bis(2-Hydroxyethoxy)-3,5-pyridinediamine;Hair dye products;0%
2,4-Diaminodiphenylamine;2,4-Diaminodiphenylamine;Hair dye products;0%
2,4-Diamino-5-methylphenoxyethanol hydrochloride;2,4-Diamino-5-methylphenoxyethanol hydrochloride;Hair dye products;0%
2,4-Diamino-5-methylphenoxyethanol;2,4-Diamino-5-methylphenoxyethanol;Hair dye products;0%
2,4-Diamino-5-methylphenetole hydrochloride;2,4-Diamino-5-methylphenetole hydrochloride;Hair dye products;0%
2,4-Diamino-5-methylphenetole;2,4-Diamino-5-methylphenetole;Hair dye products;0%
2,4,5,7-Tetraiodofluorescein disodium salt;2,4,5,7-Tetraiodofluorescein disodium salt;Hair dye products;0%
2,3-Naphthalenediol;2,3-Naphthalenediol;Hair dye products;0%
2,3-Dihydro-2,2-dimethyl-6-[(4-(phenylazo)-1-naphthalenyl)azo]-1H-pyrimidine;2,3-Dihydro-2,2-dimethyl-6-[(4-(phenylazo)-1-naphthalenyl)azo]-1H-pyrimidine;Hair dye products;0%
2,2-[Cyclohexylidenebis[(2-methyl-4,1-phenylene)azo]]bis[4-cyclohexylphenol];2,2-[Cyclohexylidenebis[(2-methyl-4,1-phenylene)azo]]bis[4-cyclohexylphenol];Hair dye products;0%
2,2'-[(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(2,4-dimethylphenyl)-3-oxobutyramide];"2,2&#39;-[(3,3&#39;-Dichloro[1,1&#39;-biphenyl]-4,4&#39;-diyl)bis(azo)]bis[N-(2,4-dimethylphenyl)-3-oxobutyramide]";Hair dye products;0%
2,2'-[(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[3-oxo-N-phenylbutanamide];"2,2&#39;-[(3,3&#39;-Dichloro[1,1&#39;-biphenyl]-4,4&#39;-diyl)bis(azo)]bis[3-oxo-N-phenylbutanamide]";Hair dye products;0%
2,2'-(1,2-Ethenediyl)bis[5-((4-ethoxyphenyl)azo]benzenesulfonic acid);"2,2&#39;-(1,2-Ethenediyl)bis[5-((4-ethoxyphenyl)azo]benzenesulfonic acid)";Hair dye products;0%
